date,branch_id,branch_name,dish_id,dish_name,category,quantity,revenue,event_flag,weather_condition,temperature,precipitation_mm
2025-03-16,BRANCH_02,FoodFlow Cầu Giấy,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,280,9800000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_02,FoodFlow Cầu Giấy,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,119,5950000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_02,FoodFlow Cầu Giấy,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,110,6600000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_02,FoodFlow Cầu Giấy,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,60,2400000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_02,FoodFlow Cầu Giấy,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,234,8190000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_02,FoodFlow Cầu Giấy,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,213,10650000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_02,FoodFlow Cầu Giấy,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,223,6244000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_02,FoodFlow Cầu Giấy,D16,Bạc Xỉu Đá,Cà Phê,161,4830000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_02,FoodFlow Cầu Giấy,D17,Cà Phê Muối Xứ Huế,Cà Phê,130,4550000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_02,FoodFlow Cầu Giấy,D18,Americano Đá,Cà Phê,39,1170000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_02,FoodFlow Cầu Giấy,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,265,10070000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_02,FoodFlow Cầu Giấy,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,384,16128000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_02,FoodFlow Cầu Giấy,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,191,8595000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_02,FoodFlow Cầu Giấy,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,92,3220000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D01,Phở Bò Tái Nạm,Món Nước,185,11100000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D02,Phở Gà Ta Lá Chanh,Món Nước,162,8910000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D03,Bún Chả Hà Nội,Món Khô,218,14170000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D04,Bún Bò Huế Cốt Đậm,Món Nước,132,8580000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D05,Bún Thịt Nướng Chả Giò,Món Khô,83,4565000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,98,5390000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,143,8580000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D08,Cơm Tấm Sườn Bì Chả,Món Khô,125,8125000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,96,3360000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,70,3500000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,102,6120000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,82,3280000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,56,1960000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,88,4400000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,167,4676000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D16,Bạc Xỉu Đá,Cà Phê,68,2040000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D17,Cà Phê Muối Xứ Huế,Cà Phê,98,3430000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D18,Americano Đá,Cà Phê,45,1350000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,139,5282000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,147,6174000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,76,3420000,,nang_dep,31.8,0.0
2025-03-16,BRANCH_03,FoodFlow Tây Hồ,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,84,2940000,,nang_dep,31.8,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D01,Phở Bò Tái Nạm,Món Nước,100,6000000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D02,Phở Gà Ta Lá Chanh,Món Nước,72,3960000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D03,Bún Chả Hà Nội,Món Khô,143,9295000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D04,Bún Bò Huế Cốt Đậm,Món Nước,114,7410000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D05,Bún Thịt Nướng Chả Giò,Món Khô,114,6270000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,189,10395000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,131,7860000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D08,Cơm Tấm Sườn Bì Chả,Món Khô,212,13780000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,270,9450000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,70,3500000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,51,3060000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,76,3040000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,50,1750000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,61,3050000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,366,10248000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D16,Bạc Xỉu Đá,Cà Phê,160,4800000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D17,Cà Phê Muối Xứ Huế,Cà Phê,146,5110000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D18,Americano Đá,Cà Phê,152,4560000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,155,5890000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,140,5880000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,65,2925000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_01,FoodFlow Quận 1,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,70,2450000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D01,Phở Bò Tái Nạm,Món Nước,67,4020000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D02,Phở Gà Ta Lá Chanh,Món Nước,42,2310000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D03,Bún Chả Hà Nội,Món Khô,97,6305000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D04,Bún Bò Huế Cốt Đậm,Món Nước,48,3120000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D05,Bún Thịt Nướng Chả Giò,Món Khô,86,4730000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,161,8855000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,94,5640000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D08,Cơm Tấm Sườn Bì Chả,Món Khô,130,8450000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,302,10570000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,68,3400000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,43,2580000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,45,1800000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,124,4340000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,114,5700000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,243,6804000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D16,Bạc Xỉu Đá,Cà Phê,150,4500000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D17,Cà Phê Muối Xứ Huế,Cà Phê,127,4445000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D18,Americano Đá,Cà Phê,56,1680000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,207,7866000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,357,14994000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,104,4680000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_02,FoodFlow Cầu Giấy,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,62,2170000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D01,Phở Bò Tái Nạm,Món Nước,153,9180000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D02,Phở Gà Ta Lá Chanh,Món Nước,109,5995000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D03,Bún Chả Hà Nội,Món Khô,177,11505000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D04,Bún Bò Huế Cốt Đậm,Món Nước,48,3120000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D05,Bún Thịt Nướng Chả Giò,Món Khô,67,3685000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,110,6050000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,129,7740000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D08,Cơm Tấm Sườn Bì Chả,Món Khô,93,6045000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,122,4270000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,38,1900000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,74,4440000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,49,1960000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,29,1015000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,45,2250000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,314,8792000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D16,Bạc Xỉu Đá,Cà Phê,95,2850000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D17,Cà Phê Muối Xứ Huế,Cà Phê,89,3115000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D18,Americano Đá,Cà Phê,71,2130000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,95,3610000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,71,2982000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,45,2025000,,nang_dep,32.1,0.0
2025-03-17,BRANCH_03,FoodFlow Tây Hồ,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,62,2170000,,nang_dep,32.1,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D01,Phở Bò Tái Nạm,Món Nước,106,6360000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D02,Phở Gà Ta Lá Chanh,Món Nước,77,4235000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D03,Bún Chả Hà Nội,Món Khô,149,9685000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D04,Bún Bò Huế Cốt Đậm,Món Nước,104,6760000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D05,Bún Thịt Nướng Chả Giò,Món Khô,85,4675000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,246,13530000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,140,8400000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D08,Cơm Tấm Sườn Bì Chả,Món Khô,190,12350000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,249,8715000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,64,3200000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,53,3180000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,74,2960000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,42,1470000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,67,3350000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,406,11368000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D16,Bạc Xỉu Đá,Cà Phê,159,4770000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D17,Cà Phê Muối Xứ Huế,Cà Phê,141,4935000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D18,Americano Đá,Cà Phê,138,4140000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,152,5776000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,153,6426000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,79,3555000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_01,FoodFlow Quận 1,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,80,2800000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D01,Phở Bò Tái Nạm,Món Nước,56,3360000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D02,Phở Gà Ta Lá Chanh,Món Nước,46,2530000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D03,Bún Chả Hà Nội,Món Khô,108,7020000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D04,Bún Bò Huế Cốt Đậm,Món Nước,58,3770000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D05,Bún Thịt Nướng Chả Giò,Món Khô,81,4455000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,199,10945000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,110,6600000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D08,Cơm Tấm Sườn Bì Chả,Món Khô,144,9360000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,297,10395000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,77,3850000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,58,3480000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,53,2120000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,82,2870000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,134,6700000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,243,6804000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D16,Bạc Xỉu Đá,Cà Phê,117,3510000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D17,Cà Phê Muối Xứ Huế,Cà Phê,144,5040000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D18,Americano Đá,Cà Phê,42,1260000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,208,7904000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,348,14616000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,107,4815000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_02,FoodFlow Cầu Giấy,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,67,2345000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D01,Phở Bò Tái Nạm,Món Nước,117,7020000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D02,Phở Gà Ta Lá Chanh,Món Nước,89,4895000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D03,Bún Chả Hà Nội,Món Khô,204,13260000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D04,Bún Bò Huế Cốt Đậm,Món Nước,69,4485000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D05,Bún Thịt Nướng Chả Giò,Món Khô,67,3685000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,113,6215000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,132,7920000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D08,Cơm Tấm Sườn Bì Chả,Món Khô,77,5005000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D09,Bánh Mì Thịt Nướng Giòn,Món Khô,114,3990000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D10,Bánh Mì Chảo Thập Cẩm,Món Khô,44,2200000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D11,Nem Rán Hà Nội (10 cái),Đồ Ăn Nhẹ,71,4260000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D12,Gỏi Cuốn Tôm Thịt (4 cuốn),Đồ Ăn Nhẹ,52,2080000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D13,Khoai Tây Chiên Lắc Phô Mai,Đồ Ăn Nhẹ,29,1015000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D14,Gà Rán Giòn Cay (2 miếng),Đồ Ăn Nhẹ,44,2200000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D15,Cà Phê Sữa Đá Sài Gòn,Cà Phê,258,7224000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D16,Bạc Xỉu Đá,Cà Phê,89,2670000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D17,Cà Phê Muối Xứ Huế,Cà Phê,70,2450000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D18,Americano Đá,Cà Phê,47,1410000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D19,Trà Đào Cam Sả Tươi,Trà & Trái Cây,104,3952000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D20,Trà Sữa Trân Châu Ô Long,Trà & Trái Cây,103,4326000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D21,Matcha Latte Sữa Tươi,Trà & Trái Cây,51,2295000,,nang_dep,30.7,0.0
2025-03-18,BRANCH_03,FoodFlow Tây Hồ,D22,Nước Ép Dưa Hấu Tươi,Trà & Trái Cây,74,2590000,,nang_dep,30.7,0.0
2025-03-19,BRANCH_01,FoodFlow Quận 1,D01,Phở Bò Tái Nạm,Món Nước,113,6780000,,nang_dep,32.0,0.0
2025-03-19,BRANCH_01,FoodFlow Quận 1,D02,Phở Gà Ta Lá Chanh,Món Nước,63,3465000,,nang_dep,32.0,0.0
2025-03-19,BRANCH_01,FoodFlow Quận 1,D03,Bún Chả Hà Nội,Món Khô,160,10400000,,nang_dep,32.0,0.0
2025-03-19,BRANCH_01,FoodFlow Quận 1,D04,Bún Bò Huế Cốt Đậm,Món Nước,111,7215000,,nang_dep,32.0,0.0
2025-03-19,BRANCH_01,FoodFlow Quận 1,D05,Bún Thịt Nướng Chả Giò,Món Khô,90,4950000,,nang_dep,32.0,0.0
2025-03-19,BRANCH_01,FoodFlow Quận 1,D06,Cơm Gà Xối Mỡ Giòn Da,Món Khô,197,10835000,,nang_dep,32.0,0.0
2025-03-19,BRANCH_01,FoodFlow Quận 1,D07,Cơm Rang Dưa Bò Hà Nội,Món Khô,147,8820000,,nang_dep,32.0,0.0
